resource,assetType,optional,exclude,property,shortName,scope,lengthMin,lengthMax,validText,invalidText,invalidCharacters,invalidCharactersStart,invalidCharactersEnd,invalidCharactersConsecutive,regx,staticValues
Microsoft.Network/virtualNetworks,Virtual Network,UnitDept,"Org,VmRole",,vnet,resource group,2,64,"Alphanumerics, underscores, periods, and hyphens.  Start with alphanumeric. End alphanumeric or underscore.",,,,,,"^(?:[a-zA-Z0-9]|[a-zA-Z0-9][a-zA-Z0-9_\.-]{0,78}[a-zA-Z0-9_])$",
Microsoft.Network/virtualnetworks/subnets,Subnet,UnitDept,"Org,VmRole",,vnets,virtual network,1,80,"Alphanumerics, underscores, periods, and hyphens.  Start with alphanumeric. End alphanumeric or underscore.",,,,,,"^(?:[a-zA-Z0-9]|[a-zA-Z0-9][a-zA-Z0-9_\.-]{0,78}[a-zA-Z0-9_])$",
Microsoft.Network/virtualNetworks/virtualNetworkPeerings,Virtual Network Peering,UnitDept,"Org,VmRole",,vnetp,virtual network,1,80,"Alphanumerics, underscores, periods, and hyphens.  Start with alphanumeric. End alphanumeric or underscore.",,,,,,"^(?:[a-zA-Z0-9]|[a-zA-Z0-9][a-zA-Z0-9_\.-]{0,78}[a-zA-Z0-9_])$",
Microsoft.Network/virtualWans,Virtual WAN,UnitDept,"Org,VmRole",,vwan,resource group,1,80,"Alphanumerics, underscores, periods, and hyphens.  Start with alphanumeric. End alphanumeric or underscore.",,,,,,"^(?:[a-zA-Z0-9]|[a-zA-Z0-9][a-zA-Z0-9_\.-]{0,78}[a-zA-Z0-9_])$",
Microsoft.Network/vpnGateways,VPN Gateway,UnitDept,"Org,VmRole",,vpng,resource group,1,80,"Alphanumerics, underscores, periods, and hyphens.  Start with alphanumeric. End alphanumeric or underscore.",,,,,,"^(?:[a-zA-Z0-9]|[a-zA-Z0-9][a-zA-Z0-9_\.-]{0,78}[a-zA-Z0-9_])$",
Microsoft.Network/vpnGateways/vpnConnections,VPN Gateway - Connection,UnitDept,"Org,VmRole",,vpnc,VPN gateway,1,80,"Alphanumerics, underscores, periods, and hyphens.  Start with alphanumeric. End alphanumeric or underscore.",,,,,,"^(?:[a-zA-Z0-9]|[a-zA-Z0-9][a-zA-Z0-9_\.-]{0,78}[a-zA-Z0-9_])$",
Microsoft.Network/vpnSites,VPN Site,UnitDept,"Org,VmRole",,vpnsite,resource group,1,80,"Alphanumerics, underscores, periods, and hyphens. Start with alphanumeric. End alphanumeric or underscore.",,,,,,"^[a-zA-Z0-9_\.-]{1,80}$",
Microsoft.NotificationHubs/namespaces,Notification Hubs Namespace,UnitDept,"Org,VmRole",,nhns,global,6,50,Alphanumerics and hyphens. Start with letter. End with alphanumeric.,,,,,,"^[a-zA-Z0-9-]{6,50}$",
Microsoft.NotificationHubs/namespaces/AuthorizationRules,Notification Hubs Namespace Authorization Rule,UnitDept,"Org,VmRole",,nrule,namespace,1,256,"Alphanumerics, periods, hyphens, and underscores. Start alphanumeric.",,,,,,"^[a-zA-Z0-9_\.-]{1,256}$",
Microsoft.NotificationHubs/namespaces/notificationHubs,Notification Hubs Namespace Hub,UnitDept,"Org,VmRole",,nhub,namespace,1,260,"Alphanumerics, periods, hyphens, and underscores. Start alphanumeric.",,,,,,"^[a-zA-Z0-9_\.-]{1,260}$",
Microsoft.NotificationHubs/namespaces/notificationHubs/AuthorizationRules,Notification Hub Namespace Authorization Rule,UnitDept,"Org,VmRole",,nhrule,notification hub,1,256,"Alphanumerics, periods, hyphens, and underscores.",,,,,,"^[a-zA-Z0-9_\.-]{1,256}$",
Microsoft.OperationalInsights/clusters,Operational Insights Cluster,UnitDept,"Org,VmRole",,opic,resource group,4,63,Alphanumerics and hyphens. Start and end with alphanumeric.,,,,,,"^[a-zA-Z0-9-]{4,63}$",
Microsoft.OperationalInsights/workspaces,Operational Insights Workspace,UnitDept,"Org,VmRole",,opiw,global,4,63,Alphanumerics and hyphens. Start and end with alphanumeric.,,,,,,"^[a-zA-Z0-9-]{4,63}$",
Microsoft.OperationsManagement/solutions,Operations Management Solution,UnitDept,"Org,VmRole",,,workspace,,,"For solutions authored by Microsoft, the name must be in the pattern: SolutionType(WorkspaceName). For solutions authored by third parties, the name must be in the pattern: SolutionType[WorkspaceName]. For example, a valid name is: AntiMalware(contoso-IT). The solution type is case-sensitive.",,,,,,^[a-zA-Z]+[(][a-zA-Z-]+[)]$,AntiMalware(contoso-IT)
Microsoft.Portal/dashboards,Dashboard,UnitDept,"Org,VmRole",,pdash,resource group,3,160,Alphanumerics and hyphens.,,,,,,"^[a-zA-Z0-9-]{3,160}$",
Microsoft.PowerBI/workspaceCollections,PowerBI Workspace Collection,UnitDept,"Org,VmRole",,pbiwc,region,3,63,Alphanumerics and hyphens. ,Can't start with hyphen. Can't use consecutive hyphens.,,-,,-,"^(?!-.*)(?!.*-{2}.*)[a-zA-Z0-9][a-zA-Z0-9-]{2,62}$",
Microsoft.PowerBIDedicated/capacities,PowerBi Dedicated Capacity,UnitDept,"Org,VmRole",,pbidc,region,3,63,Lowercase letters or numbers Start with lowercase letter.  Start with lowercase letter.,,,,,,"^[a-z][a-z0-9-]{1,61}[a-z0-9]$",
Microsoft.Purview/accounts,Purview Account,,,,pva,,,,,,,,,,,
Microsoft.RecoveryServices/vaults,Recovery Services Vault,UnitDept,"Org,VmRole",,rsv ,resource group,2,50,Alphanumerics and hyphens. Start with letter.,,,,,,"^[a-zA-Z][a-zA-Z0-9-]{1,49}$",
Microsoft.RecoveryServices/vaults/backupPolicies,Recovery Services Backup Policy,UnitDept,"Org,VmRole",,rsvbp,vault,3,150,Alphanumerics and hyphens. Start with letter.  ,Can't end with hyphen,,,-,,"^(?!.*-$)[a-zA-Z][a-zA-Z0-9-]{2,149}$",
Microsoft.Relay/namespaces,Relay Namespace,UnitDept,"Org,VmRole",,rns,global,6,50,Alphanumerics and hyphens. Start with letter or number.,,,,,,"^[a-zA-Z0-9][a-zA-Z0-9-]{5,49}$",
Microsoft.Relay/namespaces/AuthorizationRules,Relay Authorization Rule,UnitDept,"Org,VmRole",,rule,namespace,1,50,"Alphanumerics, periods, hyphens and underscores. Start and end with alphanumeric.",,,,,,"^(?:[a-zA-Z0-9]|[a-zA-Z0-9][a-zA-Z0-9_\.-]{0,48}[a-zA-Z0-9])$",
Microsoft.Relay/namespaces/HybridConnections,Relay Hybrid Connection,UnitDept,"Org,VmRole",,hycon,namespace,1,260,"Alphanumerics, periods, hyphens, underscores, and slashes. Start and end with alphanumeric.",,,,,,"^(?:[a-zA-Z0-9]|[a-zA-Z0-9][a-zA-Z0-9_\.-\/]{0,258}[a-zA-Z0-9])$",
Microsoft.Relay/namespaces/HybridConnections/authorizationRules,Relay Hybrid Connection Authorization Rule,UnitDept,"Org,VmRole",,rule,hybrid connection,1,50,"Alphanumerics, periods, hyphens and underscores. Start and end with alphanumeric.",,,,,,"^(?:[a-zA-Z0-9]|[a-zA-Z0-9][a-zA-Z0-9_\.-]{0,48}[a-zA-Z0-9])$",
Microsoft.Relay/namespaces/WcfRelays,Relay WCF Relay,UnitDept,"Org,VmRole",,wcfr,namespace,1,260,"Alphanumerics, periods, hyphens, underscores, and slashes. Start and end with alphanumeric.",,,,,,"^(?:[a-zA-Z0-9]|[a-zA-Z0-9][a-zA-Z0-9_\.-\/]{0,258}[a-zA-Z0-9])$",
Microsoft.Relay/namespaces/WcfRelays/authorizationRules,Relay WCF Relay Authorization Rule,UnitDept,"Org,VmRole",,wcfra,Wcf relay,1,50,"Alphanumerics, periods, hyphens and underscores. Start and end with alphanumeric.",,,,,,"^(?:[a-zA-Z0-9]|[a-zA-Z0-9][a-zA-Z0-9_\.-]{0,48}[a-zA-Z0-9])$",
Microsoft.Resources/resourcegroups,Resource Group,UnitDept,"Org,VmRole",,rg,subscription,1,90,"Alphanumerics, underscores, parentheses, hyphens, periods, and unicode characters that match the regex documentation.",Can't end with period.,,,.,,"^(?!.*[\.]$)[a-zA-Z0-9_\.()-]{1,90}$",
Microsoft.Resources/tagNames,Tag Name,UnitDept,"Org,VmRole",,,resource,1,512, ,"Angle brackets, percent sign, ampersand, backslash, question mark, and slash.",<>%&\?/,,,,"^[^<>%&\\\?\/]{1,512}$",
Microsoft.Resources/tagNames/tagValues,Tag Value,UnitDept,"Org,VmRole",,,tag name,1,256,All characters.,,,,,,"^.{1,256}$",
Microsoft.Resources/templateSpecs,Template Spec,UnitDept,"Org,VmRole",,tspec,resource group,1,90,"Alphanumerics, underscores, parentheses, hyphens, and periods.",,,,,,"^[a-zA-Z0-9_\.()-]{1,90}$",
Microsoft.Search/searchServices,Search Service,,,,ssvc,,,,,,,,,,,
Microsoft.ServiceBus/namespaces,Service Bus,UnitDept,"Org,VmRole",,sbn,global,6,50,Alphanumerics and hyphens. Start with letter. End with alphanumeric.,,,,,,"^[a-zA-Z][a-zA-Z0-9-]{4,48}[a-zA-Z0-9]$",
Microsoft.ServiceBus/namespaces/AuthorizationRules,Service Bus Authorization Rule,UnitDept,"Org,VmRole",,rule,namespace,1,50,"Alphanumerics, periods, hyphens, and underscores. Start and end with alphnumeric.",,,,,,"^(?:[a-zA-Z0-9]|[a-zA-Z0-9][a-zA-Z0-9_\.-]{0,48}[a-zA-Z0-9])$",
Microsoft.ServiceBus/namespaces/disasterRecoveryConfigs,Service Bus Disaster Recovery Config,UnitDept,"Org,VmRole",,sbndc,global,6,50,Alphanumerics and hyphens. Start with letter. End with alphanumeric.,,,,,,"^[a-zA-Z][a-zA-Z0-9-]{4,48}[a-zA-Z0-9]$",
Microsoft.ServiceBus/namespaces/migrationConfigurations,Service Bus Migration Configuration,UnitDept,"Org,VmRole",,migc,namespace,,,Should always be $default.,,,,,,/$default/,$default
Microsoft.ServiceBus/namespaces/queues,Service Bus Queue,UnitDept,"Org,VmRole",,que,namespace,1,260,"Alphanumerics, periods, hyphens, underscores, and slashes. Start and end with alphnumeric.",,,,,,"^(?:[a-zA-Z0-9]|[a-zA-Z0-9][a-zA-Z0-9_\.-\\\/]{0,258}[a-zA-Z0-9])$",
Microsoft.ServiceBus/namespaces/queues/authorizationRules,Service Bus Queue Authorization Rule,UnitDept,"Org,VmRole",,rule,queue,1,50,"Alphanumerics, periods, hyphens, and underscores. Start and end with alphnumeric.",,,,,,"^(?:[a-zA-Z0-9]|[a-zA-Z0-9][a-zA-Z0-9_\.-]{0,48}[a-zA-Z0-9])$",
Microsoft.ServiceBus/namespaces/topics,Service Bus Topic,UnitDept,"Org,VmRole",,topic,namespace,1,260,"Alphanumerics, periods, hyphens, underscores, and slashes. Start and end with alphnumeric.",,,,,,"^(?:[a-zA-Z0-9]|[a-zA-Z0-9][a-zA-Z0-9_\.-\\\/]{0,258}[a-zA-Z0-9])$",
Microsoft.ServiceBus/namespaces/topics/authorizationRules,Service Bus Topic Authorization Rule,UnitDept,"Org,VmRole",,trule,topic,1,50,"Alphanumerics, periods, hyphens, and underscores. Start and end with alphnumeric.",,,,,,"^(?:[a-zA-Z0-9]|[a-zA-Z0-9][a-zA-Z0-9_\.-]{0,48}[a-zA-Z0-9])$",
Microsoft.ServiceBus/namespaces/topics/subscriptions,Service Bus Topic Subscription,UnitDept,"Org,VmRole",,tsub,topic,1,50,"Alphanumerics, periods, hyphens, and underscores. Start and end with alphnumeric.",,,,,,"^(?:[a-zA-Z0-9]|[a-zA-Z0-9][a-zA-Z0-9_\.-]{0,48}[a-zA-Z0-9])$",
Microsoft.ServiceBus/namespaces/topics/subscriptions/rules,Service Bus Topic Subscription Rule,UnitDept,"Org,VmRole",,sbtsr,subscription,1,50,"Alphanumerics, periods, hyphens, and underscores. Start and end with alphnumeric.",,,,,,"^(?:[a-zA-Z0-9]|[a-zA-Z0-9][a-zA-Z0-9_\.-]{0,48}[a-zA-Z0-9])$",
Microsoft.ServiceFabric/clusters,Service Fabric Cluster,UnitDept,"Org,VmRole",,sfc,region,4,23,"Lowercase letters, numbers, and hyphens. Start with lowercase letter.  End with lowercase letter or number",,,,,,"^[a-z][a-z0-9-]{2,21}[a-z0-9]$",
Microsoft.SignalRService/signalR,Signal IR Service,UnitDept,"Org,VmRole",,sssr,global,3,63,Alphanumerics and hyphens. Start with letter. End with alphanumeric.,,,,,,"^[a-zA-Z][a-zA-Z0-9-]{1,61}[a-zA-Z0-9]$",
Microsoft.Sql/managedInstances,SQL Managed Instance,UnitDept,"Org,VmRole",,sqlmi,global,1,63,"Lowercase letters, numbers, and hyphens.",Can't start or end with hyphen.,,-,-,,"^(?!-.*)(?!.*-$)[a-z0-9-]{1,63}$",
Microsoft.Sql/servers,SQL Database Server,UnitDept,"Org,VmRole",Azure SQL Database Server,sqlds,global,1,63,"Lowercase letters, numbers, and hyphens.",Can't start or end with hyphen.,,-,-,,"^(?!-.*)(?!.*-$)[a-z0-9-]{1,63}$",
Microsoft.Sql/servers,SQL Data Warehouse,UnitDept,"Org,VmRole",Azure SQL Data Warehouse,sqldw,global,1,63,"Lowercase letters, numbers, and hyphens.",Can't start or end with hyphen.,,-,-,,"^(?!-.*)(?!.*-$)[a-z0-9-]{1,63}$",
Microsoft.Sql/servers/administrators,SQL Administrator,UnitDept,"Org,VmRole",,,server,,,Must be ActiveDirectory.,,,,,,/ActiveDirectory/,ActiveDirectory
Microsoft.Sql/servers/databases,SQL Database,UnitDept,"Org,VmRole",,sqldb,server,1,128, ,"Angle brackets, asterisk, percent sign, ampersand, colon, backslash, slash, and question mark. Can't end with period or space.",<>*%&:\/?,,. ,,"^(?!.*[\.]$)(?!.* $)[^<>\*%&:\\\/\?]{1,128}$",
Microsoft.Sql/servers/databases/syncGroups,SQL Database Sync Group,UnitDept,"Org,VmRole",,sqlsg,database,1,150,"Alphanumerics, hyphens, and underscores.",,,,,,"^[a-zA-Z0-9_-]{1,150}$",
Microsoft.Sql/servers/elasticPools,SQL Elastic Pool,UnitDept,"Org,VmRole",,sqlep,server,1,128, ,"Angle brackets, asterisk, percent sign, ampersand, colon, backslash, slash, and question mark. Can't end with period or space.",<>*%&:\/?,,. ,,"^(?!.*[\.]$)(?!.* $)[^<>\*%&:\\\/\?]{1,128}$",
Microsoft.Sql/servers/failoverGroups,SQL Failover Group,UnitDept,"Org,VmRole",,sqlfg,global,1,63,"Lowercase letters, numbers, and hyphens.",Can't start or end with hyphen.,,-,-,,"^(?!-.*)(?!.*-$)[a-z0-9-]{1,63}$",
Microsoft.Sql/servers/firewallRules,SQL Firewall Rule,UnitDept,"Org,VmRole",,sqlfw,server,1,128, ,"Angle brackets, asterisk, percent sign, ampersand, colon, backslash, slash, and question mark. Can't end with period.",<>*%&:;\/?,,.,,"^(?!.*[\.]$)[^<>\*%&:\\\/\?]{1,128}$",
Microsoft.Storage/blob,Storage Account Blob,UnitDept,"Org,VmRole",,,container,1,1024,"Any URL characters, case sensitive.",,,,,,"^[A-Za-z0-9-_\.~]{1,1024}$",
Microsoft.Storage/queue,Storage Account Queue,UnitDept,"Org,VmRole",,,storage account,3,63,"Lowercase letters, numbers, and hyphens.",Can't start or end with hyphen. Can't use consecutive hyphens.,,-,-,-,"^(?!-.*)(?!.*-$)(?!.*-{2}.*)[a-z0-9][a-z0-9-]{2,62}$",
Microsoft.Storage/storageAccounts,Storage Account,UnitDept,"Org,VmRole",,sa,global,3,24,Lowercase letters and numbers.,,,,,,"^[a-z0-9]{3,24}$",
Microsoft.Storage/storageAccounts,Storage Account (Virtual Machine Disks),UnitDept,"Org,VmRole",VM Storage Account,savm,global,3,24,Lowercase letters and numbers.,,,,,,"^[a-z0-9]{3,24}$",
Microsoft.Storage/storageAccounts/blobServices,Storage Account Blob,UnitDept,"Org,VmRole",,,storage account,,,Must be default.,,,,,,/default/,default
Microsoft.Storage/storageAccounts/blobServices/containers,Storage Account Blob Container,UnitDept,"Org,VmRole",,,storage account,3,63,"Lowercase letters, numbers, and hyphens. Start with lowercase letter or number.  ",Can't use consecutive hyphens.,,,,-,"^(?!.*-{2}.*)[a-z0-9][a-z0-9-]{2,62}$",
Microsoft.Storage/storageAccounts/fileServices,Storage Account File,UnitDept,"Org,VmRole",,,storage account,,,Must be default.,,,,,,/default/,default
Microsoft.Storage/storageAccounts/fileServices/shares,Storage Account File Share,UnitDept,"Org,VmRole",,,storage account,3,63,"Lowercase letters, numbers, and hyphens.",Can't start or end with hyphen. Can't use consecutive hyphens.,,-,-,-,"^(?!-.*)(?!.*-$)(?!.*-{2}.*)[a-z0-9][a-z0-9-]{2,62}$",
Microsoft.Storage/storageAccounts/managementPolicies,Storage Account Management Policy,UnitDept,"Org,VmRole",,,storage account,,,Must be default.,,,,,,/default/,default
Microsoft.Storage/table,Storage Account Table,UnitDept,"Org,VmRole",,,storage account,3,63,Alphanumerics. Start with letter.,,,,,,"^[a-zA-Z][a-zA-Z0-9]{2,62}$",
Microsoft.StorageSync/storageSyncServices,Storage Sync Service,UnitDept,"Org,VmRole",,ssss,resource group,1,260,"Alphanumerics, spaces, periods, hyphens, and underscores.",Can't end with period or space.,,,. ,,"^(?!.*[\.]$)(?!.* $)[a-zA-Z0-9_\. -]{1,260}$",
Microsoft.StorageSync/storageSyncServices/syncGroups,Storage Sync Group,UnitDept,"Org,VmRole",,sgrp,storage sync service,1,260,"Alphanumerics, spaces, periods, hyphens, and underscores.",Can't end with period or space.,,,. ,,"^(?!.*[\.]$)(?!.* $)[a-zA-Z0-9_\.- ]{1,260}$",
Microsoft.StorSimple/managers,Stor Simple Manager,UnitDept,"Org,VmRole",,ssm,resource group,2,50,Alphanumerics and hyphens. Start with letter. End with alphanumeric.,,,,,,"^[a-zA-Z][a-zA-Z0-9-]{0,48}[a-zA-Z0-9]$",
Microsoft.StreamAnalytics/cluster,Stream Analytics Cluster,,,,sac,,,,,,,,,,,
Microsoft.StreamAnalytics/streamingjobs,Stream Analytics Job,UnitDept,"Org,VmRole",,sasj,resource group,3,63,"Alphanumerics, hyphens, and underscores.",,,,,,"^[a-zA-Z0-9_-]{3,63}$",
Microsoft.StreamAnalytics/streamingjobs/functions,Stream Analytics Job Function,UnitDept,"Org,VmRole",,sjf,streaming job,3,63,"Alphanumerics, hyphens, and underscores.",,,,,,"^[a-zA-Z0-9_-]{3,63}$",
Microsoft.StreamAnalytics/streamingjobs/inputs,Stream Analytics Job Input,UnitDept,"Org,VmRole",,sjin,streaming job,3,63,"Alphanumerics, hyphens, and underscores.",,,,,,"^[a-zA-Z0-9_-]{3,63}$",
Microsoft.StreamAnalytics/streamingjobs/outputs,Stream Analytics Job Output,UnitDept,"Org,VmRole",,sjout,streaming job,3,63,"Alphanumerics, hyphens, and underscores.",,,,,,"^[a-zA-Z0-9_-]{3,63}$",
Microsoft.StreamAnalytics/streamingjobs/transformations,Stream Analytics Job Transformation,UnitDept,"Org,VmRole",,sjtrf,streaming job,3,63,"Alphanumerics, hyphens, and underscores.",,,,,,"^[a-zA-Z0-9_-]{3,63}$",
Microsoft.Subscription/subscriptions,Subscription,"Org,UnitDept,ProjAppSvc,Instance","ResourceType,VmRole,Location",,sub,tenant,,,,,,,,,,
Microsoft.Synapse/workspaces,Synapse Workspace,,,,synws,,,,,,,,,,,
Microsoft.Synapse/workspaces/sqlPools,Synapse SQL Dedicated Pool,,,Azure Synapse Analytics SQL Dedicated Pool,syndp,,,,,,,,,,,
Microsoft.Synapse/workspaces/sqlPools,Synapse SQL Spark Pool,,,Azure Synapse Analytics Spark Pool,synsp,,,,,,,,,,,
Microsoft.TimeSeriesInsights/environments,Time Series Insights Environment,UnitDept,"Org,VmRole",,tsie,resource group,1,90, ,"Single quote, angle brackets, percent sign, ampersand, colon, backslash, question mark, slash, and number sign.",'<>%&:\?/#,,,,"^[^'<>%&:\\\?\/#]{1,90}$",
Microsoft.TimeSeriesInsights/environments/accessPolicies,Time Series Inights Access Policy,UnitDept,"Org,VmRole",,tsiea,environment,1,90, ,"Single quote, angle brackets, percent sign, ampersand, colon, backslash, question mark, slash, and number sign.",'<>%&:\?/#,,,,"^[^'<>%&:\\\?\/#]{1,90}$",
Microsoft.TimeSeriesInsights/environments/eventSources,Time Series Insights Event Sources,UnitDept,"Org,VmRole",,tsiee,environment,1,90, ,"Single quote, angle brackets, percent sign, ampersand, colon, backslash, question mark, slash, and number sign.",<>%&:\?/#,,,,"^[^'<>%&:\\\?\/#]{1,90}$",
Microsoft.TimeSeriesInsights/environments/referenceDataSets,Time Series Insights Reference Data Set,UnitDept,"Org,VmRole",,tsier,environment,3,63,Alphanumerics,,,,,,"^[a-zA-Z0-9]{3,63}$",
Microsoft.Web/certificates,Web Certificate,UnitDept,"Org,VmRole",,wbcer,resource group,1,260, ,Slash,/,,,,"^((?!\\\/).){1,260}$",
Microsoft.Web/serverfarms,Web Server Farm,UnitDept,"Org,VmRole",,wbsvf,resource group,1,40,Alphanumerics and hyphens.,,,,,,"^[a-zA-Z0-9-]{1,40}$",
Microsoft.Web/sites,Web Site (App Service Environment),UnitDept,"Org,VmRole",App Service Environment,ase,global,2,60,Contains alphanumerics and hyphens.,Can't start or end with hyphen.,,-,-,,"^[a-zA-Z0-9][a-zA-Z0-9-]{0,58}[a-zA-Z0-9]$",
Microsoft.Web/sites,Web Site (Azure Static Web App),UnitDept,"Org,VmRole",Azure Static Web Apps,aswba,global,2,60,Contains alphanumerics and hyphens.,Can't start or end with hyphen.,,-,-,,"^[a-zA-Z0-9][a-zA-Z0-9-]{0,58}[a-zA-Z0-9]$",
Microsoft.Web/sites,Web Site (Function App),UnitDept,"Org,VmRole",Function App,func,global,2,60,Contains alphanumerics and hyphens.,Can't start or end with hyphen.,,-,-,,"^[a-zA-Z0-9][a-zA-Z0-9-]{0,58}[a-zA-Z0-9]$",
Microsoft.Web/sites,Web Site (Static Web App),UnitDept,"Org,VmRole",Static Web App,wsite,global,2,60,Contains alphanumerics and hyphens.,Can't start or end with hyphen.,,-,-,,"^[a-zA-Z0-9][a-zA-Z0-9-]{0,58}[a-zA-Z0-9]$",
Microsoft.Web/sites,Web Site (Web App),UnitDept,"Org,VmRole",Web App,wapp,global,2,60,Contains alphanumerics and hyphens.,Can't start or end with hyphen.,,-,-,,"^[a-zA-Z0-9][a-zA-Z0-9-]{0,58}[a-zA-Z0-9]$",
Microsoft.Web/sites/slots,Web Site Slot,UnitDept,"Org,VmRole",,slot,site,2,60,Alphanumerics and hyphens.,,,,,,"^[a-zA-Z0-9-]{2,60}$",
